ID,trial,timepoint,condition,AOI
4,17,9,C1,0
4,17,10,C1,1
4,17,11,C1,1
4,17,12,C1,1
4,17,13,C1,0
4,17,14,C1,1
4,17,15,C1,0
4,17,16,C1,0
4,17,17,C1,0
4,17,18,C1,0
4,17,19,C1,1
4,17,20,C1,1
4,18,1,C1,1
4,18,2,C1,0
4,18,3,C1,0
4,18,4,C1,1
4,18,5,C1,0
4,18,6,C1,1
4,18,7,C1,0
4,18,8,C1,1
4,18,9,C1,1
4,18,10,C1,0
4,18,11,C1,0
4,18,12,C1,1
4,18,13,C1,0
4,18,14,C1,1
4,18,15,C1,1
4,18,16,C1,0
4,18,17,C1,1
4,18,18,C1,0
4,18,19,C1,0
4,18,20,C1,0
4,19,1,C1,0
4,19,2,C1,1
4,19,3,C1,1
4,19,4,C1,0
4,19,5,C1,1
4,19,6,C1,1
4,19,7,C1,1
4,19,8,C1,1
4,19,9,C1,0
4,19,10,C1,0
4,19,11,C1,0
4,19,12,C1,0
4,19,13,C1,1
4,19,14,C1,1
4,19,15,C1,1
4,19,16,C1,0
4,19,17,C1,1
4,19,18,C1,0
4,19,19,C1,1
4,19,20,C1,0
4,20,1,C1,0
4,20,2,C1,1
4,20,3,C1,0
4,20,4,C1,0
4,20,5,C1,1
4,20,6,C1,1
4,20,7,C1,0
4,20,8,C1,1
4,20,9,C1,0
4,20,10,C1,1
4,20,11,C1,1
4,20,12,C1,1
4,20,13,C1,1
4,20,14,C1,0
4,20,15,C1,0
4,20,16,C1,0
4,20,17,C1,1
4,20,18,C1,0
4,20,19,C1,0
4,20,20,C1,0
4,21,1,C1,1
4,21,2,C1,0
4,21,3,C1,0
4,21,4,C1,0
4,21,5,C1,0
4,21,6,C1,0
4,21,7,C1,1
4,21,8,C1,1
4,21,9,C1,0
4,21,10,C1,1
4,21,11,C1,1
4,21,12,C1,1
4,21,13,C1,0
4,21,14,C1,0
4,21,15,C1,1
4,21,16,C1,1
4,21,17,C1,0
4,21,18,C1,0
4,21,19,C1,1
4,21,20,C1,0
4,22,1,C1,0
4,22,2,C1,0
4,22,3,C1,1
4,22,4,C1,1
4,22,5,C1,0
4,22,6,C1,1
4,22,7,C1,1
4,22,8,C1,1
4,22,9,C1,0
4,22,10,C1,1
4,22,11,C1,0
4,22,12,C1,0
4,22,13,C1,1
4,22,14,C1,0
4,22,15,C1,1
4,22,16,C1,1
4,22,17,C1,0
4,22,18,C1,1
4,22,19,C1,1
4,22,20,C1,0
4,23,1,C1,1
4,23,2,C1,0
4,23,3,C1,1
4,23,4,C1,1
4,23,5,C1,0
4,23,6,C1,1
4,23,7,C1,1
4,23,8,C1,1
4,23,9,C1,0
4,23,10,C1,0
4,23,11,C1,0
4,23,12,C1,1
4,23,13,C1,1
4,23,14,C1,0
4,23,15,C1,1
4,23,16,C1,1
4,23,17,C1,1
4,23,18,C1,0
4,23,19,C1,1
4,23,20,C1,0
4,24,1,C1,1
4,24,2,C1,1
4,24,3,C1,0
4,24,4,C1,0
4,24,5,C1,0
4,24,6,C1,0
4,24,7,C1,1
4,24,8,C1,1
4,24,9,C1,1
4,24,10,C1,0
4,24,11,C1,0
4,24,12,C1,1
4,24,13,C1,0
4,24,14,C1,0
4,24,15,C1,0
4,24,16,C1,0
4,24,17,C1,1
4,24,18,C1,0
4,24,19,C1,1
4,24,20,C1,0
4,25,1,C1,1
4,25,2,C1,1
4,25,3,C1,1
4,25,4,C1,1
4,25,5,C1,1
4,25,6,C1,0
4,25,7,C1,0
4,25,8,C1,0
4,25,9,C1,1
4,25,10,C1,1
4,25,11,C1,1
4,25,12,C1,0
4,25,13,C1,1
4,25,14,C1,0
4,25,15,C1,0
4,25,16,C1,1
4,25,17,C1,0
4,25,18,C1,1
4,25,19,C1,0
4,25,20,C1,0
4,26,1,C1,1
4,26,2,C1,0
4,26,3,C1,1
4,26,4,C1,0
4,26,5,C1,0
4,26,6,C1,0
4,26,7,C1,0
4,26,8,C1,0
4,26,9,C1,1
4,26,10,C1,0
4,26,11,C1,1
4,26,12,C1,0
4,26,13,C1,0
4,26,14,C1,0
4,26,15,C1,1
4,26,16,C1,0
4,26,17,C1,0
4,26,18,C1,1
4,26,19,C1,1
4,26,20,C1,1
4,27,1,C1,1
4,27,2,C1,1
4,27,3,C1,0
4,27,4,C1,0
4,27,5,C1,1
4,27,6,C1,0
4,27,7,C1,0
4,27,8,C1,1
4,27,9,C1,1
4,27,10,C1,1
4,27,11,C1,1
4,27,12,C1,0
4,27,13,C1,0
4,27,14,C1,0
4,27,15,C1,1
4,27,16,C1,1
4,27,17,C1,0
4,27,18,C1,0
4,27,19,C1,1
4,27,20,C1,1
4,28,1,C1,0
4,28,2,C1,1
4,28,3,C1,1
4,28,4,C1,1
4,28,5,C1,0
4,28,6,C1,1
4,28,7,C1,1
4,28,8,C1,0
4,28,9,C1,0
4,28,10,C1,1
4,28,11,C1,1
4,28,12,C1,0
4,28,13,C1,1
4,28,14,C1,0
4,28,15,C1,1
4,28,16,C1,0
4,28,17,C1,0
4,28,18,C1,0
4,28,19,C1,1
4,28,20,C1,0
4,29,1,C1,1
4,29,2,C1,0
4,29,3,C1,0
4,29,4,C1,1
4,29,5,C1,0
4,29,6,C1,1
4,29,7,C1,1
4,29,8,C1,0
4,29,9,C1,1
4,29,10,C1,1
4,29,11,C1,1
4,29,12,C1,1
4,29,13,C1,0
4,29,14,C1,1
4,29,15,C1,1
4,29,16,C1,1
4,29,17,C1,1
4,29,18,C1,1
4,29,19,C1,0
4,29,20,C1,0
4,30,1,C1,0
4,30,2,C1,0
4,30,3,C1,0
4,30,4,C1,1
4,30,5,C1,1
4,30,6,C1,0
4,30,7,C1,0
4,30,8,C1,0
4,30,9,C1,0
4,30,10,C1,1
4,30,11,C1,0
4,30,12,C1,1
4,30,13,C1,0
4,30,14,C1,0
4,30,15,C1,0
4,30,16,C1,0
4,30,17,C1,0
4,30,18,C1,1
4,30,19,C1,0
4,30,20,C1,0
4,31,1,C1,1
4,31,2,C1,1
4,31,3,C1,1
4,31,4,C1,1
4,31,5,C1,0
4,31,6,C1,1
4,31,7,C1,0
4,31,8,C1,0
4,31,9,C1,0
4,31,10,C1,0
4,31,11,C1,0
4,31,12,C1,0
4,31,13,C1,0
4,31,14,C1,1
4,31,15,C1,0
4,31,16,C1,0
4,31,17,C1,0
4,31,18,C1,0
4,31,19,C1,0
4,31,20,C1,1
4,32,1,C1,1
4,32,2,C1,1
4,32,3,C1,0
4,32,4,C1,0
4,32,5,C1,1
4,32,6,C1,0
4,32,7,C1,0
4,32,8,C1,0
4,32,9,C1,1
4,32,10,C1,1
4,32,11,C1,1
4,32,12,C1,1
4,32,13,C1,0
4,32,14,C1,0
4,32,15,C1,1
4,32,16,C1,1
4,32,17,C1,1
4,32,18,C1,1
4,32,19,C1,0
4,32,20,C1,0
4,33,1,C1,1
4,33,2,C1,1
4,33,3,C1,1
4,33,4,C1,0
4,33,5,C1,0
4,33,6,C1,0
4,33,7,C1,1
4,33,8,C1,0
4,33,9,C1,1
4,33,10,C1,0
4,33,11,C1,0
4,33,12,C1,1
4,33,13,C1,1
4,33,14,C1,0
4,33,15,C1,1
4,33,16,C1,0
4,33,17,C1,1
4,33,18,C1,0
4,33,19,C1,1
4,33,20,C1,1
4,34,1,C1,0
4,34,2,C1,0
4,34,3,C1,0
4,34,4,C1,1
4,34,5,C1,0
4,34,6,C1,1
4,34,7,C1,0
4,34,8,C1,1
4,34,9,C1,1
4,34,10,C1,1
4,34,11,C1,1
4,34,12,C1,1
4,34,13,C1,1
4,34,14,C1,1
4,34,15,C1,0
4,34,16,C1,0
4,34,17,C1,1
4,34,18,C1,0
4,34,19,C1,1
4,34,20,C1,1
4,35,1,C1,0
4,35,2,C1,1
4,35,3,C1,1
4,35,4,C1,0
4,35,5,C1,1
4,35,6,C1,1
4,35,7,C1,1
4,35,8,C1,0
4,35,9,C1,1
4,35,10,C1,0
4,35,11,C1,1
4,35,12,C1,0
4,35,13,C1,1
4,35,14,C1,1
4,35,15,C1,1
4,35,16,C1,0
4,35,17,C1,0
4,35,18,C1,0
4,35,19,C1,1
4,35,20,C1,1
4,36,1,C2,1
4,36,2,C2,1
4,36,3,C2,0
4,36,4,C2,1
4,36,5,C2,0
4,36,6,C2,0
4,36,7,C2,0
4,36,8,C2,1
4,36,9,C2,1
4,36,10,C2,1
4,36,11,C2,0
4,36,12,C2,1
4,36,13,C2,0
4,36,14,C2,1
4,36,15,C2,0
4,36,16,C2,1
4,36,17,C2,1
4,36,18,C2,0
4,36,19,C2,1
4,36,20,C2,1
4,37,1,C2,1
4,37,2,C2,1
4,37,3,C2,1
4,37,4,C2,0
4,37,5,C2,1
4,37,6,C2,0
4,37,7,C2,1
4,37,8,C2,1
4,37,9,C2,1
4,37,10,C2,0
4,37,11,C2,0
4,37,12,C2,1
4,37,13,C2,0
4,37,14,C2,0
4,37,15,C2,0
4,37,16,C2,1
4,37,17,C2,0
4,37,18,C2,1
4,37,19,C2,1
4,37,20,C2,0
4,38,1,C2,0
4,38,2,C2,1
4,38,3,C2,0
4,38,4,C2,1
4,38,5,C2,0
4,38,6,C2,1
4,38,7,C2,0
4,38,8,C2,1
4,38,9,C2,0
4,38,10,C2,1
4,38,11,C2,0
4,38,12,C2,0
4,38,13,C2,1
4,38,14,C2,1
4,38,15,C2,1
4,38,16,C2,0
4,38,17,C2,0
4,38,18,C2,1
4,38,19,C2,1
4,38,20,C2,0
4,39,1,C2,0
4,39,2,C2,1
4,39,3,C2,1
4,39,4,C2,1
4,39,5,C2,1
4,39,6,C2,0
4,39,7,C2,1
4,39,8,C2,1
4,39,9,C2,0
4,39,10,C2,1
4,39,11,C2,1
4,39,12,C2,1
4,39,13,C2,1
4,39,14,C2,0
4,39,15,C2,0
4,39,16,C2,1
4,39,17,C2,0
4,39,18,C2,1
4,39,19,C2,0
4,39,20,C2,0
4,40,1,C2,1
4,40,2,C2,1
4,40,3,C2,0
4,40,4,C2,0
4,40,5,C2,0
4,40,6,C2,1
4,40,7,C2,1
4,40,8,C2,0
4,40,9,C2,1
4,40,10,C2,1
4,40,11,C2,1
4,40,12,C2,0
4,40,13,C2,0
4,40,14,C2,1
4,40,15,C2,0
4,40,16,C2,1
4,40,17,C2,1
4,40,18,C2,0
4,40,19,C2,1
4,40,20,C2,1
4,41,1,C2,0
4,41,2,C2,0
4,41,3,C2,0
4,41,4,C2,0
4,41,5,C2,0
4,41,6,C2,0
4,41,7,C2,1
4,41,8,C2,0
4,41,9,C2,1
4,41,10,C2,1
4,41,11,C2,0
4,41,12,C2,1
4,41,13,C2,1
4,41,14,C2,0
4,41,15,C2,0
4,41,16,C2,1
4,41,17,C2,1
4,41,18,C2,1
4,41,19,C2,1
4,41,20,C2,1
4,42,1,C2,0
4,42,2,C2,0
4,42,3,C2,1
4,42,4,C2,1
4,42,5,C2,0
4,42,6,C2,0
4,42,7,C2,0
4,42,8,C2,1
4,42,9,C2,0
4,42,10,C2,0
4,42,11,C2,0
4,42,12,C2,0
4,42,13,C2,1
4,42,14,C2,0
4,42,15,C2,1
4,42,16,C2,0
4,42,17,C2,1
4,42,18,C2,1
4,42,19,C2,0
4,42,20,C2,0
4,43,1,C2,0
4,43,2,C2,0
4,43,3,C2,1
4,43,4,C2,1
4,43,5,C2,0
4,43,6,C2,0
4,43,7,C2,0
4,43,8,C2,0
4,43,9,C2,1
4,43,10,C2,1
4,43,11,C2,0
4,43,12,C2,0
4,43,13,C2,1
4,43,14,C2,0
4,43,15,C2,1
4,43,16,C2,1
4,43,17,C2,0
4,43,18,C2,1
4,43,19,C2,0
4,43,20,C2,1
4,44,1,C2,0
4,44,2,C2,0
4,44,3,C2,1
4,44,4,C2,0
4,44,5,C2,1
4,44,6,C2,0
4,44,7,C2,1
4,44,8,C2,0
4,44,9,C2,0
4,44,10,C2,0
4,44,11,C2,1
4,44,12,C2,0
4,44,13,C2,1
4,44,14,C2,0
4,44,15,C2,0
4,44,16,C2,1
4,44,17,C2,1
4,44,18,C2,0
4,44,19,C2,1
4,44,20,C2,0
4,45,1,C2,1
4,45,2,C2,1
4,45,3,C2,1
4,45,4,C2,0
4,45,5,C2,1
4,45,6,C2,1
4,45,7,C2,0
4,45,8,C2,1
4,45,9,C2,1
4,45,10,C2,0
4,45,11,C2,1
4,45,12,C2,0
4,45,13,C2,0
4,45,14,C2,1
4,45,15,C2,1
4,45,16,C2,1
4,45,17,C2,0
4,45,18,C2,0
4,45,19,C2,1
4,45,20,C2,0
4,46,1,C2,1
4,46,2,C2,0
4,46,3,C2,0
4,46,4,C2,1
4,46,5,C2,0
4,46,6,C2,1
4,46,7,C2,0
4,46,8,C2,1
4,46,9,C2,0
4,46,10,C2,1
4,46,11,C2,1
4,46,12,C2,0
4,46,13,C2,1
4,46,14,C2,0
4,46,15,C2,1
4,46,16,C2,1
4,46,17,C2,1
4,46,18,C2,1
4,46,19,C2,1
4,46,20,C2,1
4,47,1,C2,1
4,47,2,C2,0
4,47,3,C2,0
4,47,4,C2,0
4,47,5,C2,0
4,47,6,C2,1
4,47,7,C2,0
4,47,8,C2,0
4,47,9,C2,0
4,47,10,C2,1
4,47,11,C2,0
4,47,12,C2,0
4,47,13,C2,0
4,47,14,C2,1
4,47,15,C2,0
4,47,16,C2,1
4,47,17,C2,1
4,47,18,C2,0
4,47,19,C2,1
4,47,20,C2,1
4,48,1,C2,1
4,48,2,C2,1
4,48,3,C2,0
4,48,4,C2,1
4,48,5,C2,1
4,48,6,C2,0
4,48,7,C2,0
4,48,8,C2,1
4,48,9,C2,0
4,48,10,C2,0
4,48,11,C2,1
4,48,12,C2,0
4,48,13,C2,1
4,48,14,C2,0
4,48,15,C2,1
4,48,16,C2,1
4,48,17,C2,0
4,48,18,C2,0
4,48,19,C2,1
4,48,20,C2,0
4,49,1,C2,1
4,49,2,C2,1
4,49,3,C2,0
4,49,4,C2,1
4,49,5,C2,0
4,49,6,C2,1
4,49,7,C2,1
4,49,8,C2,0
4,49,9,C2,0
4,49,10,C2,0
4,49,11,C2,0
4,49,12,C2,1
4,49,13,C2,0
4,49,14,C2,1
4,49,15,C2,1
4,49,16,C2,1
4,49,17,C2,1
4,49,18,C2,0
4,49,19,C2,1
4,49,20,C2,1
4,50,1,C2,1
4,50,2,C2,0
4,50,3,C2,0
4,50,4,C2,1
4,50,5,C2,1
4,50,6,C2,1
4,50,7,C2,0
4,50,8,C2,0
4,50,9,C2,1
4,50,10,C2,1
4,50,11,C2,1
4,50,12,C2,0
4,50,13,C2,0
4,50,14,C2,0
4,50,15,C2,1
4,50,16,C2,0
4,50,17,C2,1
4,50,18,C2,0
4,50,19,C2,0
4,50,20,C2,0
4,51,1,C2,0
4,51,2,C2,1
4,51,3,C2,1
4,51,4,C2,1
4,51,5,C2,0
4,51,6,C2,0
4,51,7,C2,0
4,51,8,C2,1
4,51,9,C2,0
4,51,10,C2,0
4,51,11,C2,0
4,51,12,C2,1
4,51,13,C2,0
4,51,14,C2,0
4,51,15,C2,1
4,51,16,C2,1
4,51,17,C2,0
4,51,18,C2,1
4,51,19,C2,0
4,51,20,C2,1
4,52,1,C2,0
4,52,2,C2,1
4,52,3,C2,0
4,52,4,C2,1
4,52,5,C2,1
4,52,6,C2,1
4,52,7,C2,1
4,52,8,C2,0
4,52,9,C2,1
4,52,10,C2,0
4,52,11,C2,0
4,52,12,C2,0
4,52,13,C2,1
4,52,14,C2,0
4,52,15,C2,0
4,52,16,C2,1
4,52,17,C2,0
4,52,18,C2,0
4,52,19,C2,1
4,52,20,C2,0
4,53,1,C2,1
4,53,2,C2,0
4,53,3,C2,1
4,53,4,C2,0
4,53,5,C2,1
4,53,6,C2,1
4,53,7,C2,1
4,53,8,C2,1
4,53,9,C2,1
4,53,10,C2,0
4,53,11,C2,0
4,53,12,C2,0
4,53,13,C2,0
4,53,14,C2,0
4,53,15,C2,1
4,53,16,C2,1
4,53,17,C2,1
4,53,18,C2,0
4,53,19,C2,0
4,53,20,C2,1
4,54,1,C2,1
4,54,2,C2,0
4,54,3,C2,1
4,54,4,C2,1
4,54,5,C2,1
4,54,6,C2,1
4,54,7,C2,1
4,54,8,C2,1
4,54,9,C2,1
4,54,10,C2,0
4,54,11,C2,1
4,54,12,C2,1
4,54,13,C2,1
4,54,14,C2,1
4,54,15,C2,1
4,54,16,C2,1
4,54,17,C2,1
4,54,18,C2,1
4,54,19,C2,1
4,54,20,C2,0
4,55,1,C2,0
4,55,2,C2,1
4,55,3,C2,0
4,55,4,C2,0
4,55,5,C2,0
4,55,6,C2,0
4,55,7,C2,0
4,55,8,C2,0
4,55,9,C2,1
4,55,10,C2,0
4,55,11,C2,1
4,55,12,C2,0
4,55,13,C2,0
4,55,14,C2,0
4,55,15,C2,1
4,55,16,C2,1
4,55,17,C2,1
4,55,18,C2,1
4,55,19,C2,0
4,55,20,C2,1
4,56,1,C2,1
4,56,2,C2,1
4,56,3,C2,0
4,56,4,C2,0
4,56,5,C2,1
4,56,6,C2,0
4,56,7,C2,0
4,56,8,C2,1
4,56,9,C2,1
4,56,10,C2,1
4,56,11,C2,1
4,56,12,C2,0
4,56,13,C2,1
4,56,14,C2,0
4,56,15,C2,0
4,56,16,C2,0
4,56,17,C2,1
4,56,18,C2,0
4,56,19,C2,0
4,56,20,C2,1
4,57,1,C2,0
4,57,2,C2,0
4,57,3,C2,1
4,57,4,C2,0
4,57,5,C2,0
4,57,6,C2,0
4,57,7,C2,0
4,57,8,C2,1
4,57,9,C2,1
4,57,10,C2,0
4,57,11,C2,1
4,57,12,C2,0
4,57,13,C2,1
4,57,14,C2,1
4,57,15,C2,1
4,57,16,C2,0
4,57,17,C2,0
4,57,18,C2,0
4,57,19,C2,0
4,57,20,C2,1
4,58,1,C2,1
4,58,2,C2,1
4,58,3,C2,1
4,58,4,C2,0
4,58,5,C2,1
4,58,6,C2,0
4,58,7,C2,0
4,58,8,C2,0
4,58,9,C2,1
4,58,10,C2,0
4,58,11,C2,0
4,58,12,C2,1
4,58,13,C2,0
4,58,14,C2,0
4,58,15,C2,1
4,58,16,C2,1
4,58,17,C2,0
4,58,18,C2,1
4,58,19,C2,0
4,58,20,C2,1
4,59,1,C2,0
4,59,2,C2,1
4,59,3,C2,1
4,59,4,C2,1
4,59,5,C2,1
4,59,6,C2,1
4,59,7,C2,1
4,59,8,C2,1
4,59,9,C2,0
4,59,10,C2,0
4,59,11,C2,1
4,59,12,C2,1
4,59,13,C2,0
4,59,14,C2,0
4,59,15,C2,0
4,59,16,C2,0
4,59,17,C2,1
4,59,18,C2,1
4,59,19,C2,0
4,59,20,C2,1
4,60,1,C2,0
4,60,2,C2,1
4,60,3,C2,0
4,60,4,C2,1
4,60,5,C2,1
4,60,6,C2,1
4,60,7,C2,0
4,60,8,C2,1
4,60,9,C2,1
4,60,10,C2,1
4,60,11,C2,1
4,60,12,C2,1
4,60,13,C2,0
4,60,14,C2,0
4,60,15,C2,1
4,60,16,C2,1
4,60,17,C2,0
4,60,18,C2,1
4,60,19,C2,1
4,60,20,C2,1
4,61,1,C2,0
4,61,2,C2,0
4,61,3,C2,0
4,61,4,C2,1
4,61,5,C2,1
4,61,6,C2,1
4,61,7,C2,0
4,61,8,C2,0
4,61,9,C2,0
4,61,10,C2,1
4,61,11,C2,1
4,61,12,C2,0
4,61,13,C2,0
4,61,14,C2,0
4,61,15,C2,0
4,61,16,C2,0
4,61,17,C2,0
4,61,18,C2,1
4,61,19,C2,0
4,61,20,C2,1
4,62,1,C2,1
4,62,2,C2,0
4,62,3,C2,0
4,62,4,C2,1
4,62,5,C2,0
4,62,6,C2,0
4,62,7,C2,1
4,62,8,C2,0
4,62,9,C2,0
4,62,10,C2,0
4,62,11,C2,1
4,62,12,C2,1
4,62,13,C2,1
4,62,14,C2,1
4,62,15,C2,1
4,62,16,C2,0
4,62,17,C2,0
4,62,18,C2,0
4,62,19,C2,0
4,62,20,C2,1
4,63,1,C2,1
4,63,2,C2,0
4,63,3,C2,0
4,63,4,C2,0
4,63,5,C2,0
4,63,6,C2,1
4,63,7,C2,0
4,63,8,C2,1
4,63,9,C2,1
4,63,10,C2,0
4,63,11,C2,1
4,63,12,C2,0
4,63,13,C2,1
4,63,14,C2,0
4,63,15,C2,0
4,63,16,C2,1
4,63,17,C2,1
4,63,18,C2,1
4,63,19,C2,0
4,63,20,C2,0
4,64,1,C2,1
4,64,2,C2,1
4,64,3,C2,0
4,64,4,C2,1
4,64,5,C2,0
4,64,6,C2,1
4,64,7,C2,1
4,64,8,C2,0
4,64,9,C2,0
4,64,10,C2,1
4,64,11,C2,1
4,64,12,C2,0
4,64,13,C2,1
4,64,14,C2,0
4,64,15,C2,1
4,64,16,C2,1
4,64,17,C2,1
4,64,18,C2,0
4,64,19,C2,1
4,64,20,C2,0
4,65,1,C2,0
4,65,2,C2,1
4,65,3,C2,1
4,65,4,C2,1
4,65,5,C2,0
4,65,6,C2,1
4,65,7,C2,1
4,65,8,C2,0
4,65,9,C2,0
4,65,10,C2,0
4,65,11,C2,1
4,65,12,C2,0
4,65,13,C2,0
4,65,14,C2,0
4,65,15,C2,0
4,65,16,C2,1
4,65,17,C2,1
4,65,18,C2,1
4,65,19,C2,0
4,65,20,C2,0
4,66,1,C2,0
4,66,2,C2,0
4,66,3,C2,1
4,66,4,C2,0
4,66,5,C2,1
4,66,6,C2,1
4,66,7,C2,0
4,66,8,C2,0
4,66,9,C2,1
4,66,10,C2,1
4,66,11,C2,0
4,66,12,C2,0
4,66,13,C2,0
4,66,14,C2,1
4,66,15,C2,0
4,66,16,C2,0
4,66,17,C2,1
4,66,18,C2,1
4,66,19,C2,0
4,66,20,C2,1
4,67,1,C2,0
4,67,2,C2,1
4,67,3,C2,1
4,67,4,C2,0
4,67,5,C2,0
4,67,6,C2,1
4,67,7,C2,0
4,67,8,C2,0
4,67,9,C2,1
4,67,10,C2,1
4,67,11,C2,0
4,67,12,C2,1
4,67,13,C2,0
4,67,14,C2,1
4,67,15,C2,1
4,67,16,C2,1
4,67,17,C2,1
4,67,18,C2,0
4,67,19,C2,1
4,67,20,C2,0
4,68,1,C2,1
4,68,2,C2,0
4,68,3,C2,0
4,68,4,C2,1
4,68,5,C2,0
4,68,6,C2,1
4,68,7,C2,0
4,68,8,C2,0
4,68,9,C2,0
4,68,10,C2,1
4,68,11,C2,1
4,68,12,C2,1
4,68,13,C2,0
4,68,14,C2,1
4,68,15,C2,1
4,68,16,C2,1
4,68,17,C2,0
4,68,18,C2,0
4,68,19,C2,1
4,68,20,C2,1
4,69,1,C2,1
4,69,2,C2,0
4,69,3,C2,1
4,69,4,C2,1
4,69,5,C2,1
4,69,6,C2,0
4,69,7,C2,1
4,69,8,C2,1
4,69,9,C2,1
4,69,10,C2,0
4,69,11,C2,0
4,69,12,C2,0
4,69,13,C2,0
4,69,14,C2,1
4,69,15,C2,0
4,69,16,C2,1
4,69,17,C2,0
4,69,18,C2,0
4,69,19,C2,1
4,69,20,C2,1
4,70,1,C2,0
4,70,2,C2,0
4,70,3,C2,0
4,70,4,C2,1
4,70,5,C2,0
4,70,6,C2,1
4,70,7,C2,1
4,70,8,C2,0
4,70,9,C2,0
4,70,10,C2,1
4,70,11,C2,0
4,70,12,C2,0
4,70,13,C2,1
4,70,14,C2,1
4,70,15,C2,1
4,70,16,C2,0
4,70,17,C2,1
4,70,18,C2,0
4,70,19,C2,0
4,70,20,C2,0
5,1,1,C1,0
5,1,2,C1,0
5,1,3,C1,0
5,1,4,C1,0
5,1,5,C1,0
5,1,6,C1,1
5,1,7,C1,0
5,1,8,C1,1
5,1,9,C1,1
5,1,10,C1,0
5,1,11,C1,1
5,1,12,C1,0
5,1,13,C1,0
5,1,14,C1,1
5,1,15,C1,1
5,1,16,C1,1
5,1,17,C1,1
5,1,18,C1,0
5,1,19,C1,0
5,1,20,C1,1
5,2,1,C1,0
5,2,2,C1,1
5,2,3,C1,0
5,2,4,C1,1
5,2,5,C1,1
5,2,6,C1,1
5,2,7,C1,0
5,2,8,C1,1
5,2,9,C1,1
5,2,10,C1,0
5,2,11,C1,0
5,2,12,C1,0
5,2,13,C1,1
5,2,14,C1,0
5,2,15,C1,1
5,2,16,C1,0
5,2,17,C1,0
5,2,18,C1,0
5,2,19,C1,1
5,2,20,C1,0
5,3,1,C1,0
5,3,2,C1,1
5,3,3,C1,1
5,3,4,C1,0
5,3,5,C1,0
5,3,6,C1,1
5,3,7,C1,1
5,3,8,C1,1
5,3,9,C1,0
5,3,10,C1,0
5,3,11,C1,1
5,3,12,C1,0
5,3,13,C1,1
5,3,14,C1,0
5,3,15,C1,1
5,3,16,C1,1
5,3,17,C1,0
5,3,18,C1,0
5,3,19,C1,0
5,3,20,C1,1
5,4,1,C1,1
5,4,2,C1,0
5,4,3,C1,1
5,4,4,C1,1
5,4,5,C1,0
5,4,6,C1,1
5,4,7,C1,1
5,4,8,C1,1
5,4,9,C1,1
5,4,10,C1,1
5,4,11,C1,1
5,4,12,C1,0
5,4,13,C1,1
5,4,14,C1,0
5,4,15,C1,1
5,4,16,C1,1
5,4,17,C1,1
5,4,18,C1,1
5,4,19,C1,0
5,4,20,C1,0
5,5,1,C1,1
5,5,2,C1,1
5,5,3,C1,0
5,5,4,C1,0
5,5,5,C1,0
5,5,6,C1,0
5,5,7,C1,1
5,5,8,C1,0
5,5,9,C1,0
5,5,10,C1,1
5,5,11,C1,0
5,5,12,C1,0
5,5,13,C1,1
5,5,14,C1,1
5,5,15,C1,1
5,5,16,C1,1
5,5,17,C1,0
5,5,18,C1,0
5,5,19,C1,0
5,5,20,C1,0
5,6,1,C1,0
5,6,2,C1,0
5,6,3,C1,1
5,6,4,C1,0
5,6,5,C1,1
5,6,6,C1,0
5,6,7,C1,0
5,6,8,C1,1
5,6,9,C1,0
5,6,10,C1,0
5,6,11,C1,1
5,6,12,C1,0
5,6,13,C1,1
5,6,14,C1,1
5,6,15,C1,1
5,6,16,C1,1
5,6,17,C1,0
5,6,18,C1,0
5,6,19,C1,1
5,6,20,C1,0
5,7,1,C1,0
5,7,2,C1,0
5,7,3,C1,1
5,7,4,C1,1
5,7,5,C1,0
5,7,6,C1,1
5,7,7,C1,1
5,7,8,C1,1
5,7,9,C1,1
5,7,10,C1,0
5,7,11,C1,0
5,7,12,C1,1
5,7,13,C1,0
5,7,14,C1,1
5,7,15,C1,0
5,7,16,C1,1
5,7,17,C1,1
5,7,18,C1,0
5,7,19,C1,0
5,7,20,C1,0
5,8,1,C1,0
5,8,2,C1,1
5,8,3,C1,1
5,8,4,C1,0
5,8,5,C1,0
5,8,6,C1,1
5,8,7,C1,1
5,8,8,C1,0
5,8,9,C1,0
5,8,10,C1,0
5,8,11,C1,0
5,8,12,C1,1
5,8,13,C1,0
5,8,14,C1,0
5,8,15,C1,0
5,8,16,C1,0
5,8,17,C1,0
5,8,18,C1,1
5,8,19,C1,1
5,8,20,C1,1
5,9,1,C1,1
5,9,2,C1,0
5,9,3,C1,0
5,9,4,C1,1
5,9,5,C1,0
5,9,6,C1,1
5,9,7,C1,1
5,9,8,C1,0
5,9,9,C1,0
5,9,10,C1,0
5,9,11,C1,1
5,9,12,C1,1
5,9,13,C1,0
5,9,14,C1,1
5,9,15,C1,1
5,9,16,C1,0
5,9,17,C1,0
5,9,18,C1,1
5,9,19,C1,1
5,9,20,C1,1
5,10,1,C1,1
5,10,2,C1,1
5,10,3,C1,1
5,10,4,C1,1
5,10,5,C1,0
5,10,6,C1,0
5,10,7,C1,1
5,10,8,C1,1
5,10,9,C1,1
5,10,10,C1,0
5,10,11,C1,0
5,10,12,C1,1
5,10,13,C1,0
5,10,14,C1,0
5,10,15,C1,0
5,10,16,C1,0
5,10,17,C1,0
5,10,18,C1,0
5,10,19,C1,1
